Tweet,emotion
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",other
Trying to book holiday flights on @britishairways website is becoming a #nightmare,anger
"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak",anger
@macmacm43 jeezus God #dark,sadness
ya boy gets mad tired of pine trees,sadness
I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,sadness
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",joy
It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting,joy
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,joy
"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",other
Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂,joy
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,joy
"Wtf are United doing, shocking defending",anger
Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,joy
"Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip",other
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",sadness
@pianimadi regarde tes snap,other
Is there a perfume that smells like the smell of smokey incense because i would be all about that,joy
@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,sadness
But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.,joy
you know it's beauty when the smile is her best curve,joy
#Scorpio always seek revenge!,anger
I wish the next madden has a story mode too. Just like Fifa 17 #madden,other
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck,sadness
The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,sadness
#panic Panic attack from fear of starting new medication,other
"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths",other
"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",joy
Job interview in the afternoon #nervous #ek,other
@OniLink86 @DarekMeridian lmao awe...  #sad,sadness
"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote",joy
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. ",joy
Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,anger
@PurpleReplisol meden is frowning at you with her non existent face,anger
@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 ,joy
still shaking though 🙃,joy
When you arrive at the office the day before your first ever festival and the Internet is down #panic,sadness
People fuckin irritate me,sadness
So drunk me hid my keys very well sober me couldn't find it anywhere,sadness
"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",anger
So depressing that it's darker so much earlier now,sadness
I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,other
"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",sadness
@LoriAlan1 Seriously. Digging those eyebrows. #animated,joy
Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",joy
"#Taurus females are beautiful, sparkling jewels glowing in the moonlight.",joy
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,joy
Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,sadness
@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.,anger
hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,joy
Watch this amazing live.ly broadcast by @footballrocks123456  #musically,joy
@vladfucker69 i look rabid,other
@baileygazteacow NO. The gay guy and the dad revenge fucking,anger
@PARISDENNARD why should I listen to someone with a tie like that? #awful,anger
Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡,sadness
I don't talk about politics because people nowadays get offended easily!,anger
"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —",joy
@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch,anger
Why are all of these people leaving Blizzard??? D: It's giving me a frighten!,other
@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig,joy
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,joy
"“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou",joy
@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too,joy
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",other
"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",sadness
@GSchwartz_ it wasn't a joke . ,anger
Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger
Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,joy
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",joy
 Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor,other
"@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it's all good 🙂",joy
@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.,anger
"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflicted😬",anger
@doctorofinfo I was just introducing a little levity to the convo. Yep!,joy
@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway,sadness
Watch this amazing live.ly broadcast by @huntermcaseyy  #musically,joy
Keep smiling :),joy
Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,sadness
"The majority of people irritate the fuck out of me, cba with people ahahah",anger
@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,other
No doubt.... #smiling ...the best #medicine 😊😊😊,joy
@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC,other
okay false alarm it's working again,other
Omg I actually thought she was going to jump.  #SouthPark20 #southpark,joy
Men cannot even handle the suspicion of a horn farless 😩,sadness
On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,sadness
ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,sadness
@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,joy
Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,other
"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML",sadness
T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,other
@LBC_Charlotte just watched you on the great wall #hilarious 😆,joy
Ffs dreadful defending,sadness
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",anger
@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile,joy
Thank you @twitter for the balloons today.  #goodday #48,joy
When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,joy
I lost a couple niggas I want revenge so put me in coach,sadness
John and his 'magic box' #lost,sadness
@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his ,joy
I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,joy
