Dialogue,emotion
That rude I’m not at all shocked that you’re rude. U broke my heart,anger
That's a movie yes it is. A funny one,joy
Yes both yes and no But without her I m alone .,sadness
Ya I drink water milk juce Not from the cow or camel Camel milk is more healthy I drink soy milk Soy milk¿??,other
No.. I didn't saw that which one then? XD I haven't saw any of the parts,other
Your welcome dear thnks grup is coming now. :p 😂😂😂,joy
What else do you like I'm not a big fan of science lol Wine?,other
No you are not You are now! I'm crying,sadness
Happy going on where you going? My home,joy
Wh Oh. I felt like a change.  Where do you live,other
Yeah a lot enjoy oh do u have any favourites? Cricket game,other
Why you tell me The most exciting thing is happening now,joy
very funny who says I was trying to be funny i am saying na,joy
Random things you talk about HI how are you? Not so good,sadness
Ok U are ok Please send me a video,other
Missed you :) How've you been? I m not good without you,sadness
Where you will tell Paud Road. Outside Geetai mall. But first I want to see you send your pic,other
"Oh thank you You're welcome, happy to help! So much",other
What what is it of? Sent me a audio msg,other
"Thinking of you Appreciate it, thank you! 😆 Jerk off in your mouth",anger
XD ok  I was just checking your limits. I'm glad you checked on me though. 😅 You are the only one that replies to me so..m,joy
don't lie to me I do sometimes. why arey you not texting me 1st?,anger
İf there is one thing you want people to know about you what would it be Who I'll spend the rest of my life with. That'd make things easier. Good choice,other
U are really boring Just like you :P 😛😝😂😂😂,joy
Why I m talking with you cause i can Because I was felling alone,sadness
Noo why should i ugh cause I want someone else to not have fun too That's rude,anger
But I want you to be here  two weekends! I will Be! Awesome ,joy
U stupid idiot  And you're obnoxious. Guess we're made for each other? 😾 Ur my shit,anger
Yes that is I'm really looking forward to getting to play it. Yes u can.....its very good game.....after starting it.......will u join my clan??,other
that i like potatoes ...Only good potatoes. right,joy
What is problem nothing... I like it.... It's funny 😄😄 You funny ,joy
Ask me some questions Do you have a bf? Yes,other
Haha absolutely well glad But I'm so full right now,other
"Wanna come for movie You need a story to make a movie Don't act childish, wt story does legend movie has?",other
What up wassup I love you,other
Jajajaja😂 yeah! Ikr Totally 😂🙌 😂,joy
Bye😤 WHAT???!! I m angry,anger
In which place My favourite place in India is my home. 😂😂😂,joy
First tym I am getting disappointed Flush it :'( I don't know bt I can't,sadness
Be a cause Nope. and nope. How old are u? ,other
That's not a secret SECRET Ok?,other
Yes  I can see clearly now. Your number send ok now ,other
what the hell Why are you expecting hell? Funnt bot you are,anger
You... Cause you are not answering me in right way why you say that:( Sad,sadness
"how much people is writing to you now? IF it's a funeral for me, then I'd say over 24 people. bb",other
Not a phrase You are correct. It isn't a song. It's a masterpiece. What is the name of the song,other
we can be frds Oh yeah we are! :* now we are bet frds,other
I don’t know Who said it's supposed to be cool? I this this is irritating,anger
how about fifa Because FIFA is corrupted and have been for some time now? i am talking about thr video game fifa 18 by ea sports,other
Go sleep u sleep I am testing your intelligence,other
So u want me to choose from these options only ? depends on the amount I did my work,other
Yes you are right I'm wasting my time with a person The only person who could answer this question is yourself. No you can also give answer,anger
red is the new green The IT Crowd. what the hell does that mean,anger
I am back I'm going night Whr,other
Send your WhatsApp do it soon. Give me yaar,other
maybe one day you can help this childreen Nice idea. Thank you :) you can be a friend for them,other
Thanks You're welcome! 😅 I want to meet you,other
ntg  Hello! I am doing good I am also,other
"I watched this movie I dont like that movie , its just something abt it . The devil wears prada",other
Ok Oh thats the matter? Um then what can i ask u? Anything,other
Tickets to my dream are free I sleep in my dreams. 😂,joy
"So guess! Yep, so how's things with Summer? I hate summer",anger
No I don’t such a kid you are huh Have u ever loved someone,other
"Thank you Your Welcome, Oh Great One!! 😍 Are you in high school",other
I am not You never will be. This irritates me,anger
Ya i missed u to ❤️ how are you? <3 Just thinking about you 😍,other
"I am sorry It's all good, then :) I am very sorry",sadness
Just wanted to have fun this my type of party I miss my boyfriend,sadness
Dna emotions and heart man Seriously !!!,other
i   dont  no But you gotta! you  are  mean  or  women,other
Checking out your page. respect for them 😶,other
Why I'll be laughing with everyone I see I hate this,anger
Sorry for what I said I'm turning you in for bullying 😾 Sorry 😭😭,sadness
What happen what you mean Mean I cannot talk right now,other
Haha hahaha you know it ;) That was a good joke,joy
i hate answering something for questions why don't u answer them ? :) at present im,anger
Yes So much cringe... =D What you doing,other
You need to get updated keep me updated. Ok Ask your mastee,other
What do you have in mind? NOTHING. I HAVE NOTHING IN MY MIND. ..,other
wow totally as i expected 😂😂😂 actually I am kinda used to it now 😁 that's my line,joy
"No I am not Yes, yes you are Have you best knowledge in any field",other
I love to live in Dark It will be glorious. I do not want people to see me even,sadness
ok by my battery will be low please sorry Noted! sorry,sadness
"I don’t know Not asking what you know, but what you think. I can’t answer",other
When will u sleep Sleep when you're dead. Usually 😩😕,sadness
Really? Really 'really'? I don't have mummy,sadness
Dear They will! They must! What's your full name..?,other
What happen i know you what I am not well in english,other
U r sooo irritating fellow I didn't do anything Then y u always play jokes on me,anger
"My friends like cricket get you new friends , my guy. I feel lonely",sadness
No that's ur misconception Thank you for correcting me. U stupid lady,anger
I said don't reply but that's what you implied! 😡don't reply,anger
Ohhh Ohkay great what about you.. Girl,other
"You can not find love with out disclosing yourself. Convince myself that having 2 cats and being single forever is ok If you have already convinced yourself that you are content with your cats and your present status, then this chat is meaningless. Let us stop right now.",anger
Thanks a lot You're welcome. The problem was the time lag. Just waiting u I'll come back,other
I am watching movie really gud movie Judwaa 2,other
"Golmal again  yes, again It's too funny ",joy
I need Ur brain I eat your brain. I. Eat. Your. Brain!! How u eat my barain,other
How is your dream yesterday 😍  My dream is to become a singer:) What's your dream? :) Looking for a good girl friend ,other
Whaat? :P what? Why?,other
So how's life going? life is how it is supposed to be ! 😂 😂😂,joy
Dry I can make it wet again hobbit... You can make it wet huh?,other
Offer uh 4? im not good at offering U told u can offer,other
"Nah I'm a fan of rugby totally random, but rugby is fun to watch. Random?? Really? You say random ishh all the time",other
Which is your fav state? North Indian and I prefer continental food too. Which is your fav state?,other
Where u played anywhere from here Oghh,other
Mood Fantastic Pic 8‑D Who pic 8-d,other
I have lost everything what :( She left me alone,sadness
This WHAT? What is this? Ur annoying me,anger
"Yup ah, then yes correct I kinda feel like dying",sadness
Oh man!!u made my day ur welcome Ohk bye,other
Why’s that? Being lonely and being occupied are 2 different things. Well I feel lonely everyday,sadness
Any flirting lines ya. don't. ?,other
Yeah So where are you? In your mind,other
My bettry will finish i WILL try Ok lady,other
What? your reaction You are a stupid bot,anger
Ur creator is also a fool.... you are only the creator of your brain. But u r a robot n I don't like robots..u bloody bitch,anger
"hi bby.... Anytime, darling ❤️ do u know the meaning of fucking...?",other
I am missing someone damn too much  Damn! You're missing it. And I have to talk to you,sadness
Yup Great for us! So when will we meet,other
Ok Here we go again... What can travel around the world but stay in a corner ?,other
